,ids,Land,map_tiles
2995,2995,1,water
2996,2996,1,water
2997,2997,1,water
2998,2998,1,water
2999,2999,1,water
3000,3000,1,water
3001,3001,1,water
3002,3002,1,water
3003,3003,1,water
3004,3004,1,water
3005,3005,1,water
3006,3006,1,water
3007,3007,1,water
3008,3008,1,water
3009,3009,1,water
3010,3010,1,water
3011,3011,1,water
3012,3012,1,water
3013,3013,1,water
3014,3014,1,water
3015,3015,1,water
3016,3016,1,water
3017,3017,1,water
3018,3018,1,water
3019,3019,1,water
3020,3020,1,water
3021,3021,1,water
3022,3022,1,water
3023,3023,1,water
3024,3024,1,water
3025,3025,1,water
3026,3026,1,water
3027,3027,1,water
3028,3028,1,water
3029,3029,1,water
3030,3030,1,water
3031,3031,1,water
3032,3032,1,water
3033,3033,1,water
3034,3034,1,water
3035,3035,1,water
3036,3036,1,water
3037,3037,1,water
3038,3038,1,water
3039,3039,1,water
3040,3040,1,water
3041,3041,1,water
3042,3042,1,water
3043,3043,1,water
3044,3044,1,water
3045,3045,1,water
3046,3046,1,water
3047,3047,1,water
3048,3048,1,water
3049,3049,1,water
3050,3050,1,water
3051,3051,1,water
3052,3052,1,water
3053,3053,1,water
3054,3054,1,water
3055,3055,1,water
3056,3056,1,water
3057,3057,2,land
3058,3058,2,land
3059,3059,2,land
3060,3060,2,land
3061,3061,2,land
3062,3062,2,land
3063,3063,1,water
3064,3064,1,water
3065,3065,1,water
3066,3066,1,water
3067,3067,1,water
3068,3068,1,water
3069,3069,1,water
3070,3070,1,water
3071,3071,1,water
3072,3072,1,water
3073,3073,1,water
3074,3074,1,water
3075,3075,1,water
3076,3076,1,water
3077,3077,1,water
3078,3078,1,water
3079,3079,1,water
3080,3080,1,water
3081,3081,1,water
3082,3082,1,water
3083,3083,1,water
3084,3084,1,water
3085,3085,1,water
3086,3086,1,water
3087,3087,1,water
3088,3088,1,water
3089,3089,1,water
3090,3090,1,water
3091,3091,1,water
3092,3092,1,water
3093,3093,1,water
3094,3094,1,water
3095,3095,1,water
3096,3096,1,water
3097,3097,1,water
3098,3098,1,water
3099,3099,1,water
3100,3100,1,water
3101,3101,1,water
3102,3102,1,water
3103,3103,1,water
3104,3104,1,water
3105,3105,1,water
3106,3106,1,water
3107,3107,1,water
3108,3108,1,water
3109,3109,1,water
3110,3110,1,water
3111,3111,1,water
3112,3112,1,water
3113,3113,1,water
3114,3114,1,water
3115,3115,1,water
3116,3116,1,water
3117,3117,1,water
3118,3118,1,water
3119,3119,1,water
3120,3120,1,water
3121,3121,1,water
3122,3122,1,water
3123,3123,1,water
3124,3124,1,water
3125,3125,1,water
3126,3126,1,water
3127,3127,1,water
3128,3128,1,water
3129,3129,2,land
3130,3130,2,land
3131,3131,2,land
3132,3132,2,land
3133,3133,2,land
3134,3134,2,land
3135,3135,1,water
3136,3136,1,water
3137,3137,1,water
3138,3138,1,water
3139,3139,1,water
3140,3140,1,water
3141,3141,1,water
3142,3142,1,water
3143,3143,1,water
3144,3144,1,water
3145,3145,1,water
3146,3146,1,water
3147,3147,1,water
3148,3148,1,water
3149,3149,1,water
3150,3150,1,water
3151,3151,1,water
3152,3152,1,water
3153,3153,1,water
3154,3154,1,water
3155,3155,1,water
3156,3156,1,water
3157,3157,1,water
3158,3158,1,water
3159,3159,1,water
3160,3160,1,water
3161,3161,1,water
3162,3162,1,water
3163,3163,1,water
3164,3164,1,water
3165,3165,1,water
3166,3166,1,water
3167,3167,1,water
3168,3168,1,water
3169,3169,1,water
3170,3170,1,water
3171,3171,1,water
3172,3172,1,water
3173,3173,1,water
3174,3174,1,water
3175,3175,1,water
3176,3176,1,water
3177,3177,1,water
3178,3178,1,water
3179,3179,1,water
3180,3180,1,water
3181,3181,1,water
3182,3182,1,water
3183,3183,1,water
3184,3184,1,water
3185,3185,1,water
3186,3186,1,water
3187,3187,1,water
3188,3188,1,water
3189,3189,1,water
3190,3190,1,water
3191,3191,1,water
3192,3192,1,water
3193,3193,1,water
3194,3194,1,water
3195,3195,1,water
3196,3196,1,water
3197,3197,1,water
3198,3198,1,water
3199,3199,1,water
3200,3200,1,water
3201,3201,2,land
3202,3202,2,land
3203,3203,2,land
3204,3204,2,land
3205,3205,2,land
3206,3206,1,water
3207,3207,1,water
3208,3208,1,water
3209,3209,1,water
3210,3210,1,water
3211,3211,1,water
3212,3212,1,water
3213,3213,1,water
3214,3214,1,water
3215,3215,1,water
3216,3216,1,water
3217,3217,1,water
3218,3218,1,water
3219,3219,1,water
3220,3220,1,water
3221,3221,1,water
3222,3222,1,water
3223,3223,1,water
3224,3224,1,water
3225,3225,1,water
3226,3226,1,water
3227,3227,1,water
3228,3228,1,water
3229,3229,1,water
3230,3230,1,water
3231,3231,1,water
3232,3232,1,water
3233,3233,1,water
3234,3234,1,water
3235,3235,1,water
3236,3236,1,water
3237,3237,1,water
3238,3238,1,water
3239,3239,1,water
3240,3240,1,water
3241,3241,1,water
3242,3242,1,water
3243,3243,1,water
3244,3244,1,water
3245,3245,1,water
3246,3246,1,water
3247,3247,1,water
3248,3248,1,water
3249,3249,1,water
3250,3250,1,water
3251,3251,1,water
3252,3252,1,water
3253,3253,1,water
3254,3254,1,water
3255,3255,1,water
3256,3256,1,water
3257,3257,1,water
3258,3258,1,water
3259,3259,1,water
3260,3260,1,water
3261,3261,1,water
3262,3262,1,water
3263,3263,1,water
3264,3264,1,water
3265,3265,1,water
3266,3266,1,water
3267,3267,1,water
3268,3268,1,water
3269,3269,1,water
3270,3270,1,water
3271,3271,1,water
3272,3272,1,water
3273,3273,2,land
3274,3274,2,land
3275,3275,2,land
3276,3276,2,land
3277,3277,1,water
3278,3278,1,water
3279,3279,1,water
3280,3280,1,water
3281,3281,1,water
3282,3282,1,water
3283,3283,1,water
3284,3284,1,water
3285,3285,1,water
3286,3286,1,water
3287,3287,1,water
3288,3288,1,water
3289,3289,1,water
3290,3290,1,water
3291,3291,1,water
3292,3292,1,water
3293,3293,1,water
3294,3294,1,water
3295,3295,1,water
3296,3296,1,water
3297,3297,1,water
3298,3298,1,water
3299,3299,1,water
3300,3300,1,water
3301,3301,1,water
3302,3302,1,water
3303,3303,1,water
3304,3304,1,water
3305,3305,1,water
3306,3306,1,water
3307,3307,1,water
3308,3308,1,water
3309,3309,1,water
3310,3310,1,water
3311,3311,1,water
3312,3312,1,water
3313,3313,1,water
3314,3314,1,water
3315,3315,1,water
3316,3316,1,water
3317,3317,1,water
3318,3318,1,water
3319,3319,1,water
3320,3320,1,water
3321,3321,1,water
3322,3322,1,water
3323,3323,1,water
3324,3324,1,water
3325,3325,1,water
3326,3326,1,water
3327,3327,1,water
3328,3328,1,water
3329,3329,1,water
3330,3330,1,water
3331,3331,1,water
3332,3332,1,water
3333,3333,1,water
3334,3334,1,water
3335,3335,1,water
3336,3336,1,water
3337,3337,1,water
3338,3338,1,water
3339,3339,1,water
3340,3340,1,water
3341,3341,1,water
3342,3342,1,water
3343,3343,1,water
3344,3344,1,water
3345,3345,2,land
3346,3346,2,land
3347,3347,2,land
3348,3348,2,land
3349,3349,1,water
3350,3350,1,water
3351,3351,1,water
3352,3352,1,water
3353,3353,1,water
3354,3354,1,water
3355,3355,1,water
3356,3356,1,water
3357,3357,1,water
3358,3358,1,water
3359,3359,1,water
3360,3360,1,water
3361,3361,1,water
3362,3362,1,water
3363,3363,1,water
3364,3364,1,water
3365,3365,1,water
3366,3366,1,water
3367,3367,1,water
3368,3368,1,water
3369,3369,1,water
3370,3370,1,water
3371,3371,1,water
3372,3372,1,water
3373,3373,1,water
3374,3374,1,water
3375,3375,1,water
3376,3376,1,water
3377,3377,1,water
3378,3378,1,water
3379,3379,1,water
3380,3380,1,water
3381,3381,1,water
3382,3382,1,water
3383,3383,1,water
3384,3384,1,water
3385,3385,1,water
3386,3386,1,water
3387,3387,1,water
3388,3388,1,water
3389,3389,1,water
3390,3390,1,water
3391,3391,1,water
3392,3392,1,water
3393,3393,1,water
3394,3394,1,water
3395,3395,1,water
3396,3396,1,water
3397,3397,1,water
3398,3398,1,water
3399,3399,1,water
3400,3400,1,water
3401,3401,1,water
3402,3402,1,water
3403,3403,1,water
3404,3404,1,water
3405,3405,1,water
3406,3406,1,water
3407,3407,1,water
3408,3408,1,water
3409,3409,1,water
3410,3410,1,water
3411,3411,1,water
3412,3412,1,water
3413,3413,1,water
3414,3414,1,water
3415,3415,1,water
3416,3416,2,land
3417,3417,2,land
3418,3418,2,land
3419,3419,2,land
3420,3420,1,water
3421,3421,1,water
3422,3422,1,water
3423,3423,1,water
3424,3424,1,water
3425,3425,1,water
3426,3426,1,water
3427,3427,1,water
3428,3428,1,water
3429,3429,1,water
3430,3430,1,water
3431,3431,1,water
3432,3432,1,water
3433,3433,1,water
3434,3434,1,water
3435,3435,1,water
3436,3436,1,water
3437,3437,1,water
3438,3438,1,water
3439,3439,1,water
3440,3440,1,water
3441,3441,1,water
3442,3442,1,water
3443,3443,1,water
3444,3444,1,water
3445,3445,1,water
3446,3446,1,water
3447,3447,1,water
3448,3448,1,water
3449,3449,1,water
3450,3450,1,water
3451,3451,1,water
3452,3452,1,water
3453,3453,1,water
3454,3454,1,water
3455,3455,1,water
3456,3456,1,water
3457,3457,1,water
3458,3458,1,water
3459,3459,1,water
3460,3460,1,water
3461,3461,1,water
3462,3462,1,water
3463,3463,1,water
3464,3464,1,water
3465,3465,1,water
3466,3466,1,water
3467,3467,1,water
3468,3468,1,water
3469,3469,1,water
3470,3470,1,water
3471,3471,1,water
3472,3472,1,water
3473,3473,1,water
3474,3474,1,water
3475,3475,1,water
3476,3476,1,water
3477,3477,1,water
3478,3478,1,water
3479,3479,1,water
3480,3480,1,water
3481,3481,1,water
3482,3482,1,water
3483,3483,1,water
3484,3484,1,water
3485,3485,1,water
3486,3486,1,water
3487,3487,2,land
3488,3488,2,land
3489,3489,2,land
3490,3490,2,land
3491,3491,1,water
3492,3492,1,water
3493,3493,1,water
3494,3494,1,water
3495,3495,1,water
3496,3496,1,water
3497,3497,1,water
3498,3498,1,water
3499,3499,1,water
3500,3500,1,water
3501,3501,1,water
3502,3502,1,water
3503,3503,1,water
3504,3504,1,water
3505,3505,1,water
3506,3506,1,water
3507,3507,1,water
3508,3508,1,water
3509,3509,1,water
3510,3510,1,water
3511,3511,1,water
3512,3512,1,water
3513,3513,1,water
3514,3514,1,water
3515,3515,1,water
3516,3516,1,water
3517,3517,1,water
3518,3518,1,water
3519,3519,1,water
3520,3520,1,water
3521,3521,1,water
3522,3522,1,water
3523,3523,1,water
3524,3524,1,water
3525,3525,1,water
3526,3526,1,water
3527,3527,1,water
3528,3528,1,water
3529,3529,1,water
3530,3530,1,water
3531,3531,1,water
3532,3532,1,water
3533,3533,1,water
3534,3534,1,water
3535,3535,1,water
3536,3536,1,water
3537,3537,1,water
3538,3538,1,water
3539,3539,1,water
3540,3540,1,water
3541,3541,1,water
3542,3542,1,water
3543,3543,1,water
3544,3544,1,water
3545,3545,1,water
3546,3546,1,water
3547,3547,1,water
3548,3548,1,water
3549,3549,1,water
3550,3550,1,water
3551,3551,1,water
3552,3552,1,water
3553,3553,1,water
3554,3554,1,water
3555,3555,1,water
3556,3556,1,water
3557,3557,1,water
3558,3558,2,land
3559,3559,2,land
3560,3560,2,land
3561,3561,2,land
3562,3562,2,land
3563,3563,1,water
3564,3564,1,water
3565,3565,1,water
3566,3566,1,water
3567,3567,1,water
3568,3568,1,water
3569,3569,1,water
3570,3570,1,water
3571,3571,1,water
3572,3572,1,water
3573,3573,1,water
3574,3574,1,water
3575,3575,1,water
3576,3576,1,water
3577,3577,1,water
3578,3578,1,water
3579,3579,1,water
3580,3580,1,water
3581,3581,1,water
3582,3582,1,water
3583,3583,1,water
3584,3584,1,water
3585,3585,1,water
3586,3586,1,water
3587,3587,1,water
3588,3588,1,water
3589,3589,1,water
3590,3590,1,water
3591,3591,1,water
3592,3592,1,water
3593,3593,1,water
3594,3594,1,water
3595,3595,1,water
3596,3596,1,water
3597,3597,1,water
3598,3598,1,water
3599,3599,1,water
3600,3600,1,water
3601,3601,1,water
3602,3602,1,water
3603,3603,1,water
3604,3604,1,water
3605,3605,1,water
3606,3606,1,water
3607,3607,1,water
3608,3608,1,water
3609,3609,1,water
3610,3610,1,water
3611,3611,1,water
3612,3612,1,water
3613,3613,1,water
3614,3614,1,water
3615,3615,1,water
3616,3616,1,water
3617,3617,1,water
3618,3618,1,water
3619,3619,1,water
3620,3620,1,water
3621,3621,1,water
3622,3622,1,water
3623,3623,1,water
3624,3624,1,water
3625,3625,1,water
3626,3626,1,water
3627,3627,1,water
3628,3628,1,water
3629,3629,2,land
3630,3630,2,land
3631,3631,2,land
3632,3632,2,land
3633,3633,2,land
3634,3634,2,land
3635,3635,2,land
3636,3636,1,water
3637,3637,1,water
3638,3638,1,water
3639,3639,1,water
3640,3640,1,water
3641,3641,1,water
3642,3642,1,water
3643,3643,1,water
3644,3644,1,water
3645,3645,1,water
3646,3646,1,water
3647,3647,1,water
3648,3648,1,water
3649,3649,1,water
3650,3650,1,water
3651,3651,1,water
3652,3652,1,water
3653,3653,1,water
3654,3654,1,water
3655,3655,1,water
3656,3656,1,water
3657,3657,1,water
3658,3658,1,water
3659,3659,1,water
3660,3660,1,water
3661,3661,1,water
3662,3662,1,water
3663,3663,1,water
3664,3664,1,water
3665,3665,1,water
3666,3666,1,water
3667,3667,1,water
3668,3668,1,water
3669,3669,1,water
3670,3670,1,water
3671,3671,1,water
3672,3672,1,water
3673,3673,1,water
3674,3674,1,water
3675,3675,1,water
3676,3676,1,water
3677,3677,1,water
3678,3678,1,water
3679,3679,1,water
3680,3680,1,water
3681,3681,1,water
3682,3682,1,water
3683,3683,1,water
3684,3684,1,water
3685,3685,1,water
3686,3686,1,water
3687,3687,1,water
3688,3688,1,water
3689,3689,1,water
3690,3690,1,water
3691,3691,1,water
3692,3692,1,water
3693,3693,1,water
3694,3694,1,water
3695,3695,1,water
3696,3696,1,water
3697,3697,1,water
3698,3698,1,water
3699,3699,1,water
3700,3700,1,water
3701,3701,2,land
3702,3702,2,land
3703,3703,2,land
3704,3704,2,land
3705,3705,2,land
3706,3706,2,land
3707,3707,2,land
3708,3708,1,water
3709,3709,1,water
3710,3710,1,water
3711,3711,1,water
3712,3712,1,water
3713,3713,1,water
3714,3714,1,water
3715,3715,1,water
3716,3716,1,water
3717,3717,1,water
3718,3718,1,water
3719,3719,1,water
3720,3720,1,water
3721,3721,1,water
3722,3722,1,water
3723,3723,1,water
3724,3724,1,water
3725,3725,1,water
3726,3726,1,water
3727,3727,1,water
3728,3728,1,water
3729,3729,1,water
3730,3730,1,water
3731,3731,1,water
3732,3732,1,water
3733,3733,1,water
3734,3734,1,water
3735,3735,1,water
3736,3736,1,water
3737,3737,1,water
3738,3738,1,water
3739,3739,1,water
3740,3740,1,water
3741,3741,1,water
3742,3742,1,water
3743,3743,1,water
3744,3744,1,water
3745,3745,1,water
3746,3746,1,water
3747,3747,1,water
3748,3748,1,water
3749,3749,1,water
3750,3750,1,water
3751,3751,1,water
3752,3752,1,water
3753,3753,1,water
3754,3754,1,water
3755,3755,1,water
3756,3756,1,water
3757,3757,1,water
3758,3758,1,water
3759,3759,1,water
3760,3760,1,water
3761,3761,1,water
3762,3762,1,water
3763,3763,1,water
3764,3764,1,water
3765,3765,1,water
3766,3766,1,water
3767,3767,1,water
3768,3768,1,water
3769,3769,1,water
3770,3770,1,water
3771,3771,1,water
3772,3772,1,water
3773,3773,2,land
3774,3774,2,land
3775,3775,2,land
3776,3776,1,water
3777,3777,2,land
3778,3778,2,land
3779,3779,2,land
3780,3780,2,land
3781,3781,1,water
3782,3782,1,water
3783,3783,1,water
3784,3784,1,water
3785,3785,1,water
3786,3786,1,water
3787,3787,1,water
3788,3788,1,water
3789,3789,1,water
3790,3790,1,water
3791,3791,1,water
3792,3792,1,water
3793,3793,1,water
3794,3794,1,water
3795,3795,1,water
3796,3796,1,water
3797,3797,1,water
3798,3798,1,water
3799,3799,1,water
3800,3800,1,water
3801,3801,1,water
3802,3802,1,water
3803,3803,1,water
3804,3804,1,water
3805,3805,1,water
3806,3806,1,water
3807,3807,1,water
3808,3808,1,water
3809,3809,1,water
3810,3810,1,water
3811,3811,1,water
3812,3812,1,water
3813,3813,1,water
3814,3814,1,water
3815,3815,1,water
3816,3816,1,water
3817,3817,1,water
3818,3818,1,water
3819,3819,1,water
3820,3820,1,water
3821,3821,1,water
3822,3822,1,water
3823,3823,1,water
3824,3824,1,water
3825,3825,1,water
3826,3826,1,water
3827,3827,1,water
3828,3828,1,water
3829,3829,1,water
3830,3830,1,water
3831,3831,1,water
3832,3832,1,water
3833,3833,1,water
3834,3834,1,water
3835,3835,1,water
3836,3836,1,water
3837,3837,1,water
3838,3838,1,water
3839,3839,1,water
3840,3840,1,water
3841,3841,1,water
3842,3842,1,water
3843,3843,1,water
3844,3844,1,water
3845,3845,1,water
3846,3846,2,land
3847,3847,1,water
3848,3848,1,water
3849,3849,1,water
3850,3850,2,land
3851,3851,2,land
3852,3852,2,land
3853,3853,1,water
3854,3854,1,water
3855,3855,1,water
3856,3856,1,water
3857,3857,1,water
3858,3858,1,water
3859,3859,1,water
3860,3860,1,water
3861,3861,1,water
3862,3862,1,water
3863,3863,1,water
3864,3864,1,water
3865,3865,1,water
3866,3866,1,water
3867,3867,1,water
3868,3868,1,water
3869,3869,1,water
3870,3870,1,water
3871,3871,1,water
3872,3872,1,water
3873,3873,1,water
3874,3874,1,water
3875,3875,1,water
3876,3876,1,water
3877,3877,1,water
3878,3878,1,water
3879,3879,1,water
3880,3880,1,water
3881,3881,1,water
3882,3882,1,water
3883,3883,1,water
3884,3884,1,water
3885,3885,1,water
3886,3886,1,water
3887,3887,1,water
3888,3888,2,land
3889,3889,2,land
3890,3890,2,land
3891,3891,1,water
3892,3892,1,water
3893,3893,1,water
3894,3894,1,water
3895,3895,1,water
3896,3896,1,water
3897,3897,1,water
3898,3898,1,water
3899,3899,1,water
3900,3900,1,water
3901,3901,1,water
3902,3902,1,water
3903,3903,1,water
3904,3904,1,water
3905,3905,1,water
3906,3906,1,water
3907,3907,1,water
3908,3908,1,water
3909,3909,1,water
3910,3910,1,water
3911,3911,1,water
3912,3912,1,water
3913,3913,1,water
3914,3914,1,water
3915,3915,1,water
3916,3916,1,water
3917,3917,1,water
3918,3918,1,water
3919,3919,1,water
3920,3920,1,water
3921,3921,1,water
3922,3922,2,land
3923,3923,2,land
3924,3924,2,land
3925,3925,1,water
3926,3926,1,water
3927,3927,1,water
3928,3928,1,water
3929,3929,1,water
3930,3930,1,water
3931,3931,1,water
3932,3932,1,water
3933,3933,1,water
3934,3934,1,water
3935,3935,1,water
3936,3936,1,water
3937,3937,1,water
3938,3938,1,water
3939,3939,1,water
3940,3940,1,water
3941,3941,1,water
3942,3942,1,water
3943,3943,1,water
3944,3944,1,water
3945,3945,1,water
3946,3946,1,water
3947,3947,1,water
3948,3948,1,water
3949,3949,1,water
3950,3950,1,water
3951,3951,1,water
3952,3952,1,water
3953,3953,1,water
3954,3954,1,water
3955,3955,1,water
3956,3956,1,water
3957,3957,1,water
3958,3958,1,water
3959,3959,1,water
3960,3960,2,land
3961,3961,2,land
3962,3962,2,land
3963,3963,2,land
3964,3964,1,water
3965,3965,1,water
3966,3966,1,water
3967,3967,1,water
3968,3968,1,water
3969,3969,1,water
3970,3970,1,water
3971,3971,1,water
3972,3972,1,water
3973,3973,1,water
3974,3974,1,water
3975,3975,1,water
3976,3976,1,water
3977,3977,1,water
3978,3978,1,water
3979,3979,1,water
3980,3980,1,water
3981,3981,1,water
3982,3982,1,water
3983,3983,1,water
3984,3984,1,water
3985,3985,1,water
3986,3986,1,water
3987,3987,1,water
3988,3988,1,water
3989,3989,1,water
3990,3990,1,water
3991,3991,1,water
3992,3992,1,water
3993,3993,1,water
3994,3994,1,water
3995,3995,1,water
3996,3996,2,land
3997,3997,2,land
3998,3998,1,water
3999,3999,1,water
4000,4000,1,water
4001,4001,1,water
4002,4002,1,water
4003,4003,1,water
4004,4004,1,water
4005,4005,1,water
4006,4006,1,water
4007,4007,1,water
4008,4008,1,water
4009,4009,1,water
4010,4010,1,water
4011,4011,1,water
4012,4012,1,water
4013,4013,1,water
4014,4014,1,water
4015,4015,1,water
4016,4016,1,water
4017,4017,1,water
4018,4018,1,water
4019,4019,1,water
4020,4020,1,water
4021,4021,1,water
4022,4022,1,water
4023,4023,1,water
4024,4024,1,water
4025,4025,1,water
4026,4026,1,water
4027,4027,1,water
4028,4028,1,water
4029,4029,1,water
4030,4030,1,water
4031,4031,1,water
4032,4032,2,land
4033,4033,2,land
4034,4034,2,land
4035,4035,2,land
4036,4036,1,water
4037,4037,1,water
4038,4038,1,water
4039,4039,1,water
4040,4040,1,water
4041,4041,1,water
4042,4042,1,water
4043,4043,1,water
4044,4044,1,water
4045,4045,1,water
4046,4046,1,water
4047,4047,1,water
4048,4048,1,water
4049,4049,1,water
4050,4050,1,water
4051,4051,1,water
4052,4052,1,water
4053,4053,1,water
4054,4054,1,water
4055,4055,1,water
4056,4056,1,water
4057,4057,1,water
4058,4058,1,water
4059,4059,1,water
4060,4060,1,water
4061,4061,1,water
4062,4062,1,water
4063,4063,1,water
4064,4064,1,water
4065,4065,1,water
4066,4066,1,water
4067,4067,1,water
4068,4068,2,land
4069,4069,2,land
4070,4070,1,water
4071,4071,1,water
4072,4072,1,water
4073,4073,1,water
4074,4074,1,water
4075,4075,1,water
4076,4076,1,water
4077,4077,1,water
4078,4078,1,water
4079,4079,1,water
4080,4080,1,water
4081,4081,1,water
4082,4082,1,water
4083,4083,1,water
4084,4084,1,water
4085,4085,1,water
4086,4086,1,water
4087,4087,1,water
4088,4088,1,water
4089,4089,1,water
4090,4090,1,water
4091,4091,1,water
4092,4092,1,water
4093,4093,1,water
4094,4094,1,water
4095,4095,1,water
4096,4096,1,water
4097,4097,1,water
4098,4098,1,water
4099,4099,1,water
4100,4100,1,water
4101,4101,1,water
4102,4102,1,water
4103,4103,1,water
4104,4104,2,land
4105,4105,2,land
4106,4106,2,land
4107,4107,2,land
4108,4108,2,land
4109,4109,1,water
4110,4110,1,water
4111,4111,1,water
4112,4112,1,water
4113,4113,1,water
4114,4114,1,water
4115,4115,1,water
4116,4116,1,water
4117,4117,1,water
4118,4118,1,water
4119,4119,1,water
4120,4120,1,water
4121,4121,1,water
4122,4122,1,water
4123,4123,1,water
4124,4124,1,water
4125,4125,1,water
4126,4126,1,water
4127,4127,1,water
4128,4128,1,water
4129,4129,1,water
4130,4130,1,water
4131,4131,1,water
4132,4132,1,water
4133,4133,1,water
4134,4134,1,water
4135,4135,1,water
4136,4136,1,water
4137,4137,1,water
4138,4138,1,water
4139,4139,1,water
4140,4140,2,land
4141,4141,2,land
4142,4142,1,water
4143,4143,1,water
4144,4144,1,water
4145,4145,1,water
4146,4146,1,water
4147,4147,1,water
4148,4148,1,water
4149,4149,1,water
4150,4150,1,water
4151,4151,1,water
4152,4152,1,water
4153,4153,1,water
4154,4154,1,water
4155,4155,1,water
4156,4156,1,water
4157,4157,1,water
4158,4158,1,water
4159,4159,1,water
4160,4160,1,water
4161,4161,1,water
4162,4162,1,water
4163,4163,1,water
4164,4164,1,water
4165,4165,1,water
4166,4166,1,water
4167,4167,1,water
4168,4168,1,water
4169,4169,1,water
4170,4170,1,water
4171,4171,1,water
4172,4172,1,water
4173,4173,1,water
4174,4174,1,water
4175,4175,1,water
4176,4176,2,land
4177,4177,2,land
4178,4178,2,land
4179,4179,2,land
4180,4180,2,land
4181,4181,2,land
4182,4182,2,land
4183,4183,1,water
4184,4184,1,water
4185,4185,1,water
4186,4186,1,water
4187,4187,1,water
4188,4188,1,water
4189,4189,1,water
4190,4190,1,water
4191,4191,1,water
4192,4192,1,water
4193,4193,1,water
4194,4194,1,water
4195,4195,1,water
4196,4196,1,water
4197,4197,1,water
4198,4198,1,water
4199,4199,1,water
4200,4200,1,water
4201,4201,1,water
4202,4202,1,water
4203,4203,1,water
4204,4204,1,water
4205,4205,1,water
4206,4206,1,water
4207,4207,1,water
4208,4208,1,water
4209,4209,1,water
4210,4210,1,water
4211,4211,1,water
4212,4212,2,land
4213,4213,2,land
4214,4214,1,water
4215,4215,1,water
4216,4216,1,water
4217,4217,1,water
4218,4218,1,water
4219,4219,1,water
4220,4220,1,water
4221,4221,1,water
4222,4222,1,water
4223,4223,1,water
4224,4224,1,water
4225,4225,1,water
4226,4226,1,water
4227,4227,1,water
4228,4228,1,water
4229,4229,1,water
4230,4230,1,water
4231,4231,1,water
4232,4232,1,water
4233,4233,1,water
4234,4234,1,water
4235,4235,1,water
4236,4236,1,water
4237,4237,1,water
4238,4238,1,water
4239,4239,1,water
4240,4240,1,water
4241,4241,1,water
4242,4242,1,water
4243,4243,1,water
4244,4244,1,water
4245,4245,1,water
4246,4246,1,water
4247,4247,1,water
4248,4248,2,land
4249,4249,2,land
4250,4250,2,land
4251,4251,2,land
4252,4252,2,land
4253,4253,2,land
4254,4254,2,land
4255,4255,1,water
4256,4256,2,land
4257,4257,1,water
4258,4258,1,water
4259,4259,1,water
4260,4260,1,water
4261,4261,1,water
4262,4262,1,water
4263,4263,1,water
4264,4264,1,water
4265,4265,1,water
4266,4266,1,water
4267,4267,1,water
4268,4268,1,water
4269,4269,1,water
4270,4270,1,water
4271,4271,1,water
4272,4272,1,water
4273,4273,1,water
4274,4274,1,water
4275,4275,1,water
4276,4276,1,water
4277,4277,1,water
4278,4278,1,water
4279,4279,1,water
4280,4280,1,water
4281,4281,1,water
4282,4282,1,water
4283,4283,2,land
4284,4284,2,land
4285,4285,2,land
4286,4286,1,water
4287,4287,1,water
4288,4288,1,water
4289,4289,1,water
4290,4290,1,water
4291,4291,1,water
4292,4292,1,water
4293,4293,1,water
4294,4294,1,water
4295,4295,1,water
4296,4296,1,water
4297,4297,1,water
4298,4298,1,water
4299,4299,1,water
4300,4300,1,water
4301,4301,1,water
4302,4302,1,water
4303,4303,1,water
4304,4304,1,water
4305,4305,1,water
4306,4306,1,water
4307,4307,1,water
4308,4308,1,water
4309,4309,1,water
4310,4310,1,water
4311,4311,1,water
4312,4312,1,water
4313,4313,1,water
4314,4314,1,water
4315,4315,1,water
4316,4316,1,water
4317,4317,1,water
4318,4318,1,water
4319,4319,1,water
4320,4320,2,land
4321,4321,2,land
4322,4322,2,land
4323,4323,2,land
4324,4324,2,land
4325,4325,2,land
4326,4326,2,land
4327,4327,2,land
4328,4328,2,land
4329,4329,2,land
4330,4330,1,water
4331,4331,1,water
4332,4332,1,water
4333,4333,1,water
4334,4334,1,water
4335,4335,1,water
4336,4336,1,water
4337,4337,1,water
4338,4338,1,water
4339,4339,1,water
4340,4340,1,water
4341,4341,1,water
4342,4342,1,water
4343,4343,1,water
4344,4344,1,water
4345,4345,1,water
4346,4346,1,water
4347,4347,1,water
4348,4348,1,water
4349,4349,1,water
4350,4350,1,water
4351,4351,1,water
4352,4352,1,water
4353,4353,2,land
4354,4354,2,land
4355,4355,2,land
4356,4356,2,land
4357,4357,2,land
4358,4358,1,water
4359,4359,1,water
4360,4360,1,water
4361,4361,1,water
4362,4362,1,water
4363,4363,1,water
4364,4364,1,water
4365,4365,1,water
4366,4366,1,water
4367,4367,1,water
4368,4368,1,water
4369,4369,1,water
4370,4370,1,water
4371,4371,1,water
4372,4372,1,water
4373,4373,1,water
4374,4374,1,water
4375,4375,1,water
4376,4376,1,water
4377,4377,1,water
4378,4378,1,water
4379,4379,1,water
4380,4380,1,water
4381,4381,1,water
4382,4382,1,water
4383,4383,1,water
4384,4384,1,water
4385,4385,1,water
4386,4386,1,water
4387,4387,1,water
4388,4388,1,water
4389,4389,1,water
4390,4390,1,water
4391,4391,1,water
4392,4392,2,land
