,ids,waves,height,text
2532,2532,39.90687370300293,39.91,Wave Height: 39.91
2533,2533,41.28562355041504,41.29,Wave Height: 41.29
2534,2534,41.98874855041504,41.99,Wave Height: 41.99
2535,2535,42.01624870300293,42.02,Wave Height: 42.02
2536,2536,41.57499861717224,41.57,Wave Height: 41.57
2537,2537,40.664998292922974,40.66,Wave Height: 40.66
2538,2538,39.336873292922974,39.34,Wave Height: 39.34
2539,2539,37.59062361717224,37.59,Wave Height: 37.59
2540,2540,34.99624884128571,35.0,Wave Height: 35.0
2541,2541,31.553748965263377,31.55,Wave Height: 31.55
2542,2542,29.404998898506165,29.4,Wave Height: 29.4
2543,2543,28.549998641014103,28.55,Wave Height: 28.55
2544,2544,27.81249868869782,27.81,Wave Height: 27.81
2545,2545,27.192499041557312,27.19,Wave Height: 27.19
2546,2546,26.383124232292182,26.38,Wave Height: 26.38
2547,2547,25.384374260902405,25.38,Wave Height: 25.38
2548,2548,24.889374256134033,24.89,Wave Height: 24.89
2549,2549,24.89812421798706,24.9,Wave Height: 24.9
2550,2550,24.688124179840088,24.69,Wave Height: 24.69
2551,2551,24.259374141693115,24.26,Wave Height: 24.26
2552,2552,23.533124208450317,23.53,Wave Height: 23.53
2553,2553,22.509374380111694,22.51,Wave Height: 22.51
2554,2554,21.671874523162842,21.67,Wave Height: 21.67
2555,2555,21.02062463760376,21.02,Wave Height: 21.02
2556,2556,20.544374585151672,20.54,Wave Height: 20.54
2557,2557,20.24312436580658,20.24,Wave Height: 20.24
2558,2558,15.069374442100525,15.07,Wave Height: 15.07
2559,2559,5.023124814033508,5.02,Wave Height: 5.02
2560,2560,0.0,0.0,Wave Height: 0.0
2561,2561,0.0,0.0,Wave Height: 0.0
2562,2562,0.0,0.0,Wave Height: 0.0
2563,2563,0.0,0.0,Wave Height: 0.0
2564,2564,0.0,0.0,Wave Height: 0.0
2565,2565,0.0,0.0,Wave Height: 0.0
2566,2566,0.0,0.0,Wave Height: 0.0
2567,2567,0.0,0.0,Wave Height: 0.0
2568,2568,0.0,0.0,Wave Height: 0.0
2569,2569,0.0,0.0,Wave Height: 0.0
2570,2570,0.0,0.0,Wave Height: 0.0
2571,2571,0.0,0.0,Wave Height: 0.0
2572,2572,0.0,0.0,Wave Height: 0.0
2573,2573,0.0,0.0,Wave Height: 0.0
2574,2574,0.0,0.0,Wave Height: 0.0
2575,2575,0.0,0.0,Wave Height: 0.0
2576,2576,0.0,0.0,Wave Height: 0.0
2577,2577,0.0,0.0,Wave Height: 0.0
2578,2578,0.0,0.0,Wave Height: 0.0
2579,2579,0.0,0.0,Wave Height: 0.0
2580,2580,0.0,0.0,Wave Height: 0.0
2581,2581,0.0,0.0,Wave Height: 0.0
2582,2582,7.4843748807906305,7.48,Wave Height: 7.48
2583,2583,22.453124642372103,22.45,Wave Height: 22.45
2584,2584,31.621874451637268,31.62,Wave Height: 31.62
2585,2585,34.99062430858612,34.99,Wave Height: 34.99
2586,2586,37.28812384605408,37.29,Wave Height: 37.29
2587,2587,38.51437306404114,38.51,Wave Height: 38.51
2588,2588,39.20874834060669,39.21,Wave Height: 39.21
2589,2589,39.37124967575073,39.37,Wave Height: 39.37
2590,2590,39.22999978065491,39.23,Wave Height: 39.23
2591,2591,38.784998655319214,38.78,Wave Height: 38.78
2592,2592,37.55562472343445,37.56,Wave Height: 37.56
2593,2593,37.55187439918518,37.55,Wave Height: 37.55
2594,2594,37.57499933242798,37.57,Wave Height: 37.57
2595,2595,37.62499952316284,37.62,Wave Height: 37.62
2596,2596,38.03874945640564,38.04,Wave Height: 38.04
2597,2597,38.81624913215637,38.82,Wave Height: 38.82
2598,2598,39.4606237411499,39.46,Wave Height: 39.46
2599,2599,39.97187328338623,39.97,Wave Height: 39.97
2600,2600,40.13874816894531,40.14,Wave Height: 40.14
2601,2601,39.96124839782715,39.96,Wave Height: 39.96
2602,2602,39.67999863624573,39.68,Wave Height: 39.68
2603,2603,39.29499888420106,39.29,Wave Height: 39.29
2604,2604,39.83687376976013,39.84,Wave Height: 39.84
2605,2605,41.305623292922974,41.31,Wave Height: 41.31
2606,2606,41.98249840736389,41.98,Wave Height: 41.98
2607,2607,41.867499113082886,41.87,Wave Height: 41.87
2608,2608,41.43624925613403,41.44,Wave Height: 41.44
2609,2609,40.688748836517334,40.69,Wave Height: 40.69
2610,2610,39.44562363624573,39.45,Wave Height: 39.45
2611,2611,37.706873655319214,37.71,Wave Height: 37.71
2612,2612,35.07687377929688,35.08,Wave Height: 35.08
2613,2613,31.555624008178718,31.56,Wave Height: 31.56
2614,2614,29.472499012947083,29.47,Wave Height: 29.47
2615,2615,28.827498793601997,28.83,Wave Height: 28.83
2616,2616,28.298123836517334,28.3,Wave Height: 28.3
2617,2617,27.884374141693115,27.88,Wave Height: 27.88
2618,2618,27.20874929428101,27.21,Wave Height: 27.21
2619,2619,26.271249294281013,26.27,Wave Height: 26.27
2620,2620,25.799374222755436,25.8,Wave Height: 25.8
2621,2621,25.793124079704285,25.79,Wave Height: 25.79
2622,2622,25.599374055862427,25.6,Wave Height: 25.6
2623,2623,25.21812415122986,25.22,Wave Height: 25.22
2624,2624,24.34999918937683,24.35,Wave Height: 24.35
2625,2625,22.994999170303345,22.99,Wave Height: 22.99
2626,2626,21.92687427997589,21.93,Wave Height: 21.93
2627,2627,21.14562451839447,21.15,Wave Height: 21.15
2628,2628,19.342499613761902,19.34,Wave Height: 19.34
2629,2629,16.517499566078186,16.52,Wave Height: 16.52
2630,2630,11.328749656677246,11.33,Wave Height: 11.33
2631,2631,3.776249885559082,3.78,Wave Height: 3.78
2632,2632,0.0,0.0,Wave Height: 0.0
2633,2633,0.0,0.0,Wave Height: 0.0
2634,2634,0.0,0.0,Wave Height: 0.0
2635,2635,0.0,0.0,Wave Height: 0.0
2636,2636,0.0,0.0,Wave Height: 0.0
2637,2637,0.0,0.0,Wave Height: 0.0
2638,2638,0.0,0.0,Wave Height: 0.0
2639,2639,0.0,0.0,Wave Height: 0.0
2640,2640,0.0,0.0,Wave Height: 0.0
2641,2641,0.0,0.0,Wave Height: 0.0
2642,2642,0.0,0.0,Wave Height: 0.0
2643,2643,0.0,0.0,Wave Height: 0.0
2644,2644,0.0,0.0,Wave Height: 0.0
2645,2645,0.0,0.0,Wave Height: 0.0
2646,2646,0.0,0.0,Wave Height: 0.0
2647,2647,0.0,0.0,Wave Height: 0.0
2648,2648,0.0,0.0,Wave Height: 0.0
2649,2649,0.0,0.0,Wave Height: 0.0
2650,2650,0.0,0.0,Wave Height: 0.0
2651,2651,0.0,0.0,Wave Height: 0.0
2652,2652,1.3337500095367243,1.33,Wave Height: 1.33
2653,2653,4.001250028610211,4.0,Wave Height: 4.0
2654,2654,11.946874976158071,11.95,Wave Height: 11.95
2655,2655,25.170624852180456,25.17,Wave Height: 25.17
2656,2656,33.31374967098236,33.31,Wave Height: 33.31
2657,2657,36.37624943256378,36.38,Wave Height: 36.38
2658,2658,38.3637490272522,38.36,Wave Height: 38.36
2659,2659,39.27624845504761,39.28,Wave Height: 39.28
2660,2660,39.80312371253967,39.8,Wave Height: 39.8
2661,2661,39.944374799728394,39.94,Wave Height: 39.94
2662,2662,39.74749970436096,39.75,Wave Height: 39.75
2663,2663,39.21249842643738,39.21,Wave Height: 39.21
2664,2664,37.77687478065491,37.78,Wave Height: 37.78
2665,2665,37.265623807907104,37.27,Wave Height: 37.27
2666,2666,37.40499830245972,37.4,Wave Height: 37.4
2667,2667,38.194998264312744,38.19,Wave Height: 38.19
2668,2668,38.751248598098755,38.75,Wave Height: 38.75
2669,2669,39.07374930381775,39.07,Wave Height: 39.07
2670,2670,39.39687442779541,39.4,Wave Height: 39.4
2671,2671,39.72062397003174,39.72,Wave Height: 39.72
2672,2672,39.67624855041504,39.68,Wave Height: 39.68
2673,2673,39.26374816894531,39.26,Wave Height: 39.26
2674,2674,39.18499827384949,39.18,Wave Height: 39.18
2675,2675,39.43999886512756,39.44,Wave Height: 39.44
2676,2676,40.33562397956848,40.34,Wave Height: 40.34
2677,2677,41.87187361717224,41.87,Wave Height: 41.87
2678,2678,42.35749888420105,42.36,Wave Height: 42.36
2679,2679,41.79249978065491,41.79,Wave Height: 41.79
2680,2680,41.40875005722046,41.41,Wave Height: 41.41
2681,2681,41.206249713897705,41.21,Wave Height: 41.21
2682,2682,39.99687457084656,40.0,Wave Height: 40.0
2683,2683,37.78062462806702,37.78,Wave Height: 37.78
2684,2684,34.95062446594239,34.95,Wave Height: 34.95
2685,2685,31.506874084472667,31.51,Wave Height: 31.51
2686,2686,29.5474990606308,29.55,Wave Height: 29.55
2687,2687,29.07249939441681,29.07,Wave Height: 29.07
2688,2688,28.64937448501587,28.65,Wave Height: 28.65
2689,2689,28.27812433242798,28.28,Wave Height: 28.28
2690,2690,27.77124929428101,27.77,Wave Height: 27.77
2691,2691,27.128749370574955,27.13,Wave Height: 27.13
2692,2692,26.638124346733093,26.64,Wave Height: 26.64
2693,2693,26.299374222755432,26.3,Wave Height: 26.3
2694,2694,26.098124265670776,26.1,Wave Height: 26.1
2695,2695,26.034374475479126,26.03,Wave Height: 26.03
2696,2696,25.209999322891235,25.21,Wave Height: 25.21
2697,2697,23.624998807907104,23.62,Wave Height: 23.62
2698,2698,22.40562379360199,22.41,Wave Height: 22.41
2699,2699,21.55187427997589,21.55,Wave Height: 21.55
2700,2700,17.10249960422516,17.1,Wave Height: 17.1
2701,2701,9.057499766349792,9.06,Wave Height: 9.06
2702,2702,3.776249885559082,3.78,Wave Height: 3.78
2703,2703,1.2587499618530273,1.26,Wave Height: 1.26
2704,2704,0.0,0.0,Wave Height: 0.0
2705,2705,0.0,0.0,Wave Height: 0.0
2706,2706,0.0,0.0,Wave Height: 0.0
2707,2707,0.0,0.0,Wave Height: 0.0
2708,2708,0.0,0.0,Wave Height: 0.0
2709,2709,0.0,0.0,Wave Height: 0.0
2710,2710,0.0,0.0,Wave Height: 0.0
2711,2711,0.0,0.0,Wave Height: 0.0
2712,2712,0.0,0.0,Wave Height: 0.0
2713,2713,0.0,0.0,Wave Height: 0.0
2714,2714,0.0,0.0,Wave Height: 0.0
2715,2715,0.0,0.0,Wave Height: 0.0
2716,2716,0.0,0.0,Wave Height: 0.0
2717,2717,0.0,0.0,Wave Height: 0.0
2718,2718,0.0,0.0,Wave Height: 0.0
2719,2719,0.0,0.0,Wave Height: 0.0
2720,2720,0.0,0.0,Wave Height: 0.0
2721,2721,0.0,0.0,Wave Height: 0.0
2722,2722,0.0,0.0,Wave Height: 0.0
2723,2723,0.0,0.0,Wave Height: 0.0
2724,2724,4.001250028610173,4.0,Wave Height: 4.0
2725,2725,12.003750085830632,12.0,Wave Height: 12.0
2726,2726,20.31062519550319,20.31,Wave Height: 20.31
2727,2727,28.921875357627854,28.92,Wave Height: 28.92
2728,2728,34.701250195503235,34.7,Wave Height: 34.7
2729,2729,37.64874970912933,37.65,Wave Height: 37.65
2730,2730,39.44124937057495,39.44,Wave Height: 39.44
2731,2731,40.07874917984009,40.08,Wave Height: 40.08
2732,2732,40.46937441825867,40.47,Wave Height: 40.47
2733,2733,40.61312508583069,40.61,Wave Height: 40.61
2734,2734,40.35249972343445,40.35,Wave Height: 40.35
2735,2735,39.687498331069946,39.69,Wave Height: 39.69
2736,2736,37.611249923706055,37.61,Wave Height: 37.61
2737,2737,36.88374900817871,36.88,Wave Height: 36.88
2738,2738,37.099998474121094,37.1,Wave Height: 37.1
2739,2739,38.2599983215332,38.26,Wave Height: 38.26
2740,2740,38.8431236743927,38.84,Wave Height: 38.84
2741,2741,38.849374532699585,38.85,Wave Height: 38.85
2742,2742,38.90187478065491,38.9,Wave Height: 38.9
2743,2743,39.00062441825867,39.0,Wave Height: 39.0
2744,2744,39.027498960494995,39.03,Wave Height: 39.03
2745,2745,38.98249840736389,38.98,Wave Height: 38.98
2746,2746,39.18937349319458,39.19,Wave Height: 39.19
2747,2747,39.64812421798706,39.65,Wave Height: 39.65
2748,2748,40.583749294281006,40.58,Wave Height: 40.58
2749,2749,41.996248722076416,42.0,Wave Height: 42.0
2750,2750,42.402498960494995,42.4,Wave Height: 42.4
2751,2751,41.80250000953674,41.8,Wave Height: 41.8
2752,2752,41.58125042915344,41.58,Wave Height: 41.58
2753,2753,41.73875021934509,41.74,Wave Height: 41.74
2754,2754,40.5081250667572,40.51,Wave Height: 40.51
2755,2755,37.88937497138977,37.89,Wave Height: 37.89
2756,2756,34.93249964714051,34.93,Wave Height: 34.93
2757,2757,31.637499094009407,31.64,Wave Height: 31.64
2758,2758,29.785624027252197,29.79,Wave Height: 29.79
2759,2759,29.376874446868896,29.38,Wave Height: 29.38
2760,2760,28.998749494552612,29.0,Wave Height: 29.0
2761,2761,28.651249170303345,28.65,Wave Height: 28.65
2762,2762,28.274374127388,28.27,Wave Height: 28.27
2763,2763,27.86812436580658,27.87,Wave Height: 27.87
2764,2764,27.399999499320987,27.4,Wave Height: 27.4
2765,2765,26.869999527931213,26.87,Wave Height: 26.87
2766,2766,26.710624575614926,26.71,Wave Height: 26.71
2767,2767,26.92187464237213,26.92,Wave Height: 26.92
2768,2768,26.188124418258667,26.19,Wave Height: 26.19
2769,2769,24.509373903274536,24.51,Wave Height: 24.51
2770,2770,21.74812388420105,21.75,Wave Height: 21.75
2771,2771,17.904374361038208,17.9,Wave Height: 17.9
2772,2772,11.98687469959259,11.99,Wave Height: 11.99
2773,2773,3.9956248998641968,4.0,Wave Height: 4.0
2774,2774,0.0,0.0,Wave Height: 0.0
2775,2775,0.0,0.0,Wave Height: 0.0
2776,2776,0.0,0.0,Wave Height: 0.0
2777,2777,0.0,0.0,Wave Height: 0.0
2778,2778,2.9956250190734757,3.0,Wave Height: 3.0
2779,2779,8.986875057220427,8.99,Wave Height: 8.99
2780,2780,11.956875085830688,11.96,Wave Height: 11.96
2781,2781,11.905625104904175,11.91,Wave Height: 11.91
2782,2782,11.101249933242809,11.1,Wave Height: 11.1
2783,2783,9.543749570846568,9.54,Wave Height: 9.54
2784,2784,7.811249494552626,7.81,Wave Height: 7.81
2785,2785,5.903749704360975,5.9,Wave Height: 5.9
2786,2786,5.010624766349792,5.01,Wave Height: 5.01
2787,2787,5.131874680519103,5.13,Wave Height: 5.13
2788,2788,5.274374723434447,5.27,Wave Height: 5.27
2789,2789,5.438124895095824,5.44,Wave Height: 5.44
2790,2790,4.139999985694905,4.14,Wave Height: 4.14
2791,2791,1.379999995231648,1.38,Wave Height: 1.38
2792,2792,0.0,0.0,Wave Height: 0.0
2793,2793,0.0,0.0,Wave Height: 0.0
2794,2794,0.0,0.0,Wave Height: 0.0
2795,2795,0.0,0.0,Wave Height: 0.0
2796,2796,5.995000004768286,6.0,Wave Height: 6.0
2797,2797,17.98500001430503,17.99,Wave Height: 17.99
2798,2798,26.523750185966463,26.52,Wave Height: 26.52
2799,2799,31.611250519752495,31.61,Wave Height: 31.61
2800,2800,35.70437526702881,35.7,Wave Height: 35.7
2801,2801,38.80312442779541,38.8,Wave Height: 38.8
2802,2802,40.5749990940094,40.57,Wave Height: 40.57
2803,2803,41.019999265670776,41.02,Wave Height: 41.02
2804,2804,41.28749966621399,41.29,Wave Height: 41.29
2805,2805,41.37750029563904,41.38,Wave Height: 41.38
2806,2806,41.03624987602234,41.04,Wave Height: 41.04
2807,2807,40.26374840736389,40.26,Wave Height: 40.26
2808,2808,37.05875015258789,37.06,Wave Height: 37.06
2809,2809,36.40625,36.41,Wave Height: 36.41
2810,2810,36.65999984741211,36.66,Wave Height: 36.66
2811,2811,37.81999969482422,37.82,Wave Height: 37.82
2812,2812,38.314374685287476,38.31,Wave Height: 38.31
2813,2813,38.14312481880188,38.14,Wave Height: 38.14
2814,2814,37.975624799728394,37.98,Wave Height: 37.98
2815,2815,37.81187462806702,37.81,Wave Height: 37.81
2816,2816,38.19249939918518,38.19,Wave Height: 38.19
2817,2817,39.117499113082886,39.12,Wave Height: 39.12
2818,2818,39.693124294281006,39.69,Wave Height: 39.69
2819,2819,39.91937494277954,39.92,Wave Height: 39.92
2820,2820,40.581249713897705,40.58,Wave Height: 40.58
2821,2821,41.6787486076355,41.68,Wave Height: 41.68
2822,2822,42.11749863624573,42.12,Wave Height: 42.12
2823,2823,41.897499799728394,41.9,Wave Height: 41.9
2824,2824,41.95375037193298,41.95,Wave Height: 41.95
2825,2825,42.2862503528595,42.29,Wave Height: 42.29
2826,2826,40.97937512397766,40.98,Wave Height: 40.98
2827,2827,38.033124685287476,38.03,Wave Height: 38.03
2828,2828,35.02249932289124,35.02,Wave Height: 35.02
2829,2829,31.947499036788948,31.95,Wave Height: 31.95
2830,2830,30.18687391281128,30.19,Wave Height: 30.19
2831,2831,29.740623950958256,29.74,Wave Height: 29.74
2832,2832,29.346248865127563,29.35,Wave Height: 29.35
2833,2833,29.003748655319214,29.0,Wave Height: 29.0
2834,2834,28.71812379360199,28.72,Wave Height: 28.72
2835,2835,28.48937427997589,28.49,Wave Height: 28.49
2836,2836,28.084999680519108,28.08,Wave Height: 28.08
2837,2837,27.50499999523163,27.5,Wave Height: 27.5
2838,2838,27.436874985694885,27.44,Wave Height: 27.44
2839,2839,27.880624651908875,27.88,Wave Height: 27.88
2840,2840,27.284374475479126,27.28,Wave Height: 27.28
2841,2841,25.64812445640564,25.65,Wave Height: 25.65
2842,2842,19.95437455177307,19.95,Wave Height: 19.95
2843,2843,10.203124761581421,10.2,Wave Height: 10.2
2844,2844,3.9956248998641968,4.0,Wave Height: 4.0
2845,2845,1.331874966621399,1.33,Wave Height: 1.33
2846,2846,0.0,0.0,Wave Height: 0.0
2847,2847,0.0,0.0,Wave Height: 0.0
2848,2848,0.0,0.0,Wave Height: 0.0
2849,2849,0.0,0.0,Wave Height: 0.0
2850,2850,8.986875057220427,8.99,Wave Height: 8.99
2851,2851,26.96062517166128,26.96,Wave Height: 26.96
2852,2852,35.870625257492065,35.87,Wave Height: 35.87
2853,2853,35.716875314712524,35.72,Wave Height: 35.72
2854,2854,33.30374979972843,33.3,Wave Height: 33.3
2855,2855,28.63124871253971,28.63,Wave Height: 28.63
2856,2856,23.433748483657876,23.43,Wave Height: 23.43
2857,2857,17.711249113082925,17.71,Wave Height: 17.71
2858,2858,15.031874299049376,15.03,Wave Height: 15.03
2859,2859,15.39562404155731,15.4,Wave Height: 15.4
2860,2860,15.823124170303341,15.82,Wave Height: 15.82
2861,2861,16.314374685287472,16.31,Wave Height: 16.31
2862,2862,12.419999957084714,12.42,Wave Height: 12.42
2863,2863,4.139999985694944,4.14,Wave Height: 4.14
2864,2864,0.0,0.0,Wave Height: 0.0
2865,2865,0.0,0.0,Wave Height: 0.0
2866,2866,0.0,0.0,Wave Height: 0.0
2867,2867,0.0,0.0,Wave Height: 0.0
2868,2868,7.3149999380110655,7.31,Wave Height: 7.31
2869,2869,21.944999814033405,21.94,Wave Height: 21.94
2870,2870,30.5862499475479,30.59,Wave Height: 30.59
2871,2871,33.238750338554375,33.24,Wave Height: 33.24
2872,2872,36.32312488555908,36.32,Wave Height: 36.32
2873,2873,39.83937358856201,39.84,Wave Height: 39.84
2874,2874,41.76499819755554,41.76,Wave Height: 41.76
2875,2875,42.09999871253967,42.1,Wave Height: 42.1
2876,2876,42.25749945640564,42.26,Wave Height: 42.26
2877,2877,42.23750042915344,42.24,Wave Height: 42.24
2878,2878,41.798750162124634,41.8,Wave Height: 41.8
2879,2879,40.941248655319214,40.94,Wave Height: 40.94
2880,2880,36.75750017166138,36.76,Wave Height: 36.76
2881,2881,36.27250051498413,36.27,Wave Height: 36.27
2882,2882,36.54812550544739,36.55,Wave Height: 36.55
2883,2883,37.58437514305115,37.58,Wave Height: 37.58
2884,2884,37.888749837875366,37.89,Wave Height: 37.89
2885,2885,37.461249589920044,37.46,Wave Height: 37.46
2886,2886,37.2212495803833,37.22,Wave Height: 37.22
2887,2887,37.16874980926514,37.17,Wave Height: 37.17
2888,2888,37.72499966621399,37.72,Wave Height: 37.72
2889,2889,38.88999915122986,38.89,Wave Height: 38.89
2890,2890,39.6143741607666,39.61,Wave Height: 39.61
2891,2891,39.89812469482422,39.9,Wave Height: 39.9
2892,2892,40.4162495136261,40.42,Wave Height: 40.42
2893,2893,41.16874861717224,41.17,Wave Height: 41.17
2894,2894,41.64937353134155,41.65,Wave Height: 41.65
2895,2895,41.85812425613403,41.86,Wave Height: 41.86
2896,2896,42.05624985694885,42.06,Wave Height: 42.06
2897,2897,42.24375033378601,42.24,Wave Height: 42.24
2898,2898,41.055625200271606,41.06,Wave Height: 41.06
2899,2899,38.49187445640564,38.49,Wave Height: 38.49
2900,2900,35.622499108314514,35.62,Wave Height: 35.62
2901,2901,32.44749915599824,32.45,Wave Height: 32.45
2902,2902,30.643749117851257,30.64,Wave Height: 30.64
2903,2903,30.211248993873596,30.21,Wave Height: 30.21
2904,2904,29.79749882221222,29.8,Wave Height: 29.8
2905,2905,29.402498602867126,29.4,Wave Height: 29.4
2906,2906,29.182498693466187,29.18,Wave Height: 29.18
2907,2907,29.1374990940094,29.14,Wave Height: 29.14
2908,2908,28.751874566078193,28.75,Wave Height: 28.75
2909,2909,28.025625109672546,28.03,Wave Height: 28.03
2910,2910,27.882500171661377,27.88,Wave Height: 27.88
2911,2911,28.322499752044678,28.32,Wave Height: 28.32
2912,2912,26.171249628067017,26.17,Wave Height: 26.17
2913,2913,21.428749799728394,21.43,Wave Height: 21.43
2914,2914,14.293124914169312,14.29,Wave Height: 14.29
2915,2915,4.7643749713897705,4.76,Wave Height: 4.76
2916,2916,0.0,0.0,Wave Height: 0.0
2917,2917,0.0,0.0,Wave Height: 0.0
2918,2918,2.8768749237060547,2.88,Wave Height: 2.88
2919,2919,8.630624771118164,8.63,Wave Height: 8.63
2920,2920,11.739999771118164,11.74,Wave Height: 11.74
2921,2921,12.204999923706055,12.2,Wave Height: 12.2
2922,2922,21.52999997138974,21.53,Wave Height: 21.53
2923,2923,39.71499991416921,39.71,Wave Height: 39.71
2924,2924,48.87312483787536,48.87,Wave Height: 48.87
2925,2925,49.00437474250793,49.0,Wave Height: 49.0
2926,2926,46.57374930381779,46.57,Wave Height: 46.57
2927,2927,41.581248521804845,41.58,Wave Height: 41.58
2928,2928,35.74312329292302,35.74,Wave Height: 35.74
2929,2929,29.059373617172287,29.06,Wave Height: 29.06
2930,2930,25.722498774528503,25.72,Wave Height: 25.72
2931,2931,25.73249876499176,25.73,Wave Height: 25.73
2932,2932,25.75187397003174,25.75,Wave Height: 25.75
2933,2933,25.780624389648438,25.78,Wave Height: 25.78
2934,2934,21.114999651908942,21.11,Wave Height: 21.11
2935,2935,11.754999756813117,11.75,Wave Height: 11.75
2936,2936,6.45062482357026,6.45,Wave Height: 6.45
2937,2937,5.20187485218049,5.2,Wave Height: 5.2
2938,2938,4.896874904632564,4.9,Wave Height: 4.9
2939,2939,5.535624980926509,5.54,Wave Height: 5.54
2940,2940,12.317499876022246,12.32,Wave Height: 12.32
2941,2941,25.24249958991995,25.24,Wave Height: 25.24
2942,2942,32.57749950885772,32.58,Wave Height: 32.58
2943,2943,34.32249963283538,34.32,Wave Height: 34.32
2944,2944,37.07874917984009,37.08,Wave Height: 37.08
2945,2945,40.846248149871826,40.85,Wave Height: 40.85
2946,2946,42.914997816085815,42.91,Wave Height: 42.91
2947,2947,43.284998178482056,43.28,Wave Height: 43.28
2948,2948,43.33812379837036,43.34,Wave Height: 43.34
2949,2949,43.07437467575073,43.07,Wave Height: 43.07
2950,2950,42.42812466621399,42.43,Wave Height: 42.43
2951,2951,41.39937376976013,41.4,Wave Height: 41.4
2952,2952,36.707499980926514,36.71,Wave Height: 36.71
2953,2953,36.4825005531311,36.48,Wave Height: 36.48
2954,2954,36.76437544822693,36.76,Wave Height: 36.76
2955,2955,37.55312466621399,37.55,Wave Height: 37.55
2956,2956,37.56624913215637,37.57,Wave Height: 37.57
2957,2957,36.80374884605408,36.8,Wave Height: 36.8
2958,2958,36.63874912261963,36.64,Wave Height: 36.64
2959,2959,37.07124996185303,37.07,Wave Height: 37.07
2960,2960,37.62499976158142,37.62,Wave Height: 37.62
2961,2961,38.29999852180481,38.3,Wave Height: 38.3
2962,2962,38.95312309265137,38.95,Wave Height: 38.95
2963,2963,39.584373474121094,39.58,Wave Height: 39.58
2964,2964,40.08874869346619,40.09,Wave Height: 40.09
2965,2965,40.466248750686646,40.47,Wave Height: 40.47
2966,2966,40.99812364578247,41.0,Wave Height: 41.0
2967,2967,41.68437337875366,41.68,Wave Height: 41.68
2968,2968,41.88874888420105,41.89,Wave Height: 41.89
2969,2969,41.611250162124634,41.61,Wave Height: 41.61
2970,2970,40.73687529563904,40.74,Wave Height: 40.74
2971,2971,39.26562428474426,39.27,Wave Height: 39.27
2972,2972,36.73249900341034,36.73,Wave Height: 36.73
2973,2973,33.137499451637275,33.14,Wave Height: 33.14
2974,2974,31.15624964237213,31.16,Wave Height: 31.16
2975,2975,30.78874957561493,30.79,Wave Height: 30.79
2976,2976,30.352499365806583,30.35,Wave Height: 30.35
2977,2977,29.847499012947083,29.85,Wave Height: 29.85
2978,2978,29.66749882698059,29.67,Wave Height: 29.67
2979,2979,29.812498807907104,29.81,Wave Height: 29.81
2980,2980,29.40062415599823,29.4,Wave Height: 29.4
2981,2981,28.431874871253967,28.43,Wave Height: 28.43
2982,2982,28.047500133514404,28.05,Wave Height: 28.05
2983,2983,28.24749994277954,28.25,Wave Height: 28.25
2984,2984,22.84874987602234,22.85,Wave Height: 22.85
2985,2985,11.851249933242798,11.85,Wave Height: 11.85
2986,2986,4.7643749713897705,4.76,Wave Height: 4.76
2987,2987,1.5881249904632568,1.59,Wave Height: 1.59
2988,2988,0.0,0.0,Wave Height: 0.0
2989,2989,0.0,0.0,Wave Height: 0.0
2990,2990,8.630624771118164,8.63,Wave Height: 8.63
2991,2991,25.891874313354492,25.89,Wave Height: 25.89
2992,2992,35.21999931335449,35.22,Wave Height: 35.22
2993,2993,36.614999771118164,36.61,Wave Height: 36.61
2994,2994,40.62499976158141,40.62,Wave Height: 40.62
2995,2995,47.24999928474423,47.25,Wave Height: 47.25
2996,2996,50.96437382698059,50.96,Wave Height: 50.96
2997,2997,51.7681233882904,51.77,Wave Height: 51.77
2998,2998,50.911248445510886,50.91,Wave Height: 50.91
2999,2999,48.39374899864199,48.39,Wave Height: 48.39
3000,3000,44.73937392234806,44.74,Wave Height: 44.74
3001,3001,39.94812321662906,39.95,Wave Height: 39.95
3002,3002,37.08249819278718,37.08,Wave Height: 37.08
3003,3003,36.142498850822456,36.14,Wave Height: 36.14
3004,3004,35.060624122619636,35.06,Wave Height: 35.06
3005,3005,33.83687400817872,33.84,Wave Height: 33.84
3006,3006,30.224999070167588,30.22,Wave Height: 30.22
3007,3007,24.224999308586163,24.22,Wave Height: 24.22
3008,3008,19.35187447071078,19.35,Wave Height: 19.35
3009,3009,15.605624556541471,15.61,Wave Height: 15.61
3010,3010,14.69062471389769,14.69,Wave Height: 14.69
3011,3011,16.606874942779527,16.61,Wave Height: 16.61
3012,3012,21.00249981880183,21.0,Wave Height: 21.0
3013,3013,27.877499341964672,27.88,Wave Height: 27.88
3014,3014,32.49749886989593,32.5,Wave Height: 32.5
3015,3015,34.86249840259552,34.86,Wave Height: 34.86
3016,3016,37.971248149871826,37.97,Wave Height: 37.97
3017,3017,41.82374811172485,41.82,Wave Height: 41.82
3018,3018,44.02499794960022,44.02,Wave Height: 44.02
3019,3019,44.574997663497925,44.57,Wave Height: 44.57
3020,3020,44.529372692108154,44.53,Wave Height: 44.53
3021,3021,43.88812303543091,43.89,Wave Height: 43.89
3022,3022,42.924373388290405,42.92,Wave Height: 42.92
3023,3023,41.638123750686646,41.64,Wave Height: 41.64
3024,3024,36.59624934196472,36.6,Wave Height: 36.6
